Reason 1,Reason 2,Reason 3,Reason 4,Transportation Expense,Distance to Work,Age 1,Age 2,Age 3,Daily Work Load Average,Education,Children,Pets,Absenteeism Time in Hours,Month value,Day of the Week,Overweight,Obese
0,0,1,0,289,36,1,0,0,236.62900000000002,0,2,1,8,12,0,1,0
0,0,0,1,225,26,0,0,0,330.061,0,1,2,5,1,2,0,0
0,0,1,0,118,10,1,0,0,330.061,0,0,0,32,1,0,1,0
0,0,0,1,155,12,1,0,0,330.061,0,2,0,2,1,0,1,0
1,0,0,0,235,11,1,0,0,330.061,1,1,1,1,1,1,1,0
0,0,0,1,155,12,1,0,0,330.061,0,2,0,4,1,1,1,0
0,0,0,1,289,36,1,0,0,330.061,0,2,1,8,1,0,1,0
1,0,0,0,291,31,1,0,0,330.061,0,1,1,8,1,2,1,0
0,0,0,1,235,20,0,1,0,330.061,0,1,0,8,1,0,0,1
0,0,0,1,118,13,0,1,0,330.061,0,1,0,4,1,0,0,1
0,0,0,1,179,51,1,0,0,330.061,0,0,0,1,1,2,0,1
0,0,0,1,179,51,1,0,0,330.061,0,0,0,1,1,4,0,1
0,0,0,1,118,10,1,0,0,251.81799999999998,0,0,0,2,2,1,1,0
0,0,0,1,179,51,1,0,0,251.81799999999998,0,0,0,3,2,2,0,1
1,0,0,0,225,26,0,0,0,251.81799999999998,0,1,2,1,2,2,0,0
0,0,0,1,289,36,1,0,0,251.81799999999998,0,2,1,3,2,4,1,0
0,0,0,1,260,50,1,0,0,251.81799999999998,0,4,0,3,2,4,0,0
0,0,0,1,179,51,1,0,0,251.81799999999998,0,0,0,3,2,4,0,1
0,0,0,1,179,51,1,0,0,251.81799999999998,0,0,0,2,2,0,0,1
0,0,0,1,179,51,1,0,0,251.81799999999998,0,0,0,3,2,2,0,1
1,0,0,0,179,51,1,0,0,251.81799999999998,0,0,0,8,2,3,0,1
0,0,0,1,246,25,0,1,0,251.81799999999998,0,0,0,8,2,3,0,0
0,0,0,1,179,51,1,0,0,251.81799999999998,0,0,0,3,2,4,0,1
0,0,0,1,189,29,1,0,0,251.81799999999998,0,2,2,8,2,0,1,0
0,0,0,1,179,51,1,0,0,251.81799999999998,0,0,0,3,2,0,0,1
0,0,0,1,246,25,0,1,0,251.81799999999998,0,0,0,2,2,1,0,0
0,0,0,1,291,31,1,0,0,251.81799999999998,0,1,1,2,2,1,1,0
1,0,0,0,157,27,0,0,0,251.81799999999998,0,0,0,16,2,2,0,0
0,0,0,1,179,51,1,0,0,251.81799999999998,0,0,0,3,2,2,0,1
0,0,0,1,179,51,1,0,0,251.81799999999998,0,0,0,3,2,4,0,1
1,0,0,0,246,25,0,1,0,251.81799999999998,0,0,0,24,2,4,0,0
0,0,0,1,179,51,1,0,0,251.81799999999998,0,0,0,3,2,2,0,1
0,0,0,1,179,51,1,0,0,251.81799999999998,0,0,0,3,2,4,0,1
0,0,1,0,118,10,1,0,0,244.387,0,0,0,8,3,1,1,0
0,0,1,0,246,25,0,1,0,244.387,0,0,0,16,3,2,0,0
0,0,0,1,246,25,0,1,0,244.387,0,0,0,2,3,4,0,0
0,0,0,1,260,50,1,0,0,244.387,0,4,0,4,3,4,0,0
0,0,0,1,179,51,1,0,0,244.387,0,0,0,2,3,0,0,1
0,0,0,1,235,11,1,0,0,244.387,1,1,1,8,3,0,1,0
0,0,0,1,179,22,1,0,0,244.387,1,2,0,8,3,1,0,0
0,0,0,1,378,49,1,0,0,244.387,0,2,4,8,3,1,0,0
0,0,0,1,179,51,1,0,0,244.387,0,0,0,16,3,0,0,1
0,0,0,1,361,52,0,0,0,244.387,0,1,4,8,3,2,1,0
0,0,0,0,369,17,1,0,0,244.387,0,3,0,0,3,2,1,0
0,0,1,0,235,11,1,0,0,244.387,1,1,1,8,3,3,1,0
0,0,0,1,118,13,0,1,0,244.387,0,1,0,2,3,4,0,1
1,0,0,0,118,13,0,1,0,244.387,0,1,0,3,3,1,0,1
1,0,0,0,118,13,0,1,0,244.387,0,1,0,8,3,2,0,1
0,0,0,0,235,11,1,0,0,244.387,1,1,1,0,3,3,1,0
0,0,0,0,246,25,0,1,0,244.387,0,0,0,0,3,3,0,0
0,0,0,0,118,13,0,1,0,244.387,0,1,0,0,3,3,0,1
0,0,0,1,179,51,1,0,0,244.387,0,0,0,8,3,4,0,1
0,0,0,1,289,36,1,0,0,244.387,0,2,1,8,3,4,1,0
0,0,1,0,260,50,1,0,0,244.387,0,4,0,8,3,0,0,0
0,0,0,1,246,25,0,1,0,244.387,0,0,0,2,3,1,0,0
0,0,0,1,179,51,1,0,0,239.40900000000002,0,0,0,4,4,2,0,1
0,0,0,1,260,50,1,0,0,239.40900000000002,0,4,0,3,4,4,0,0
0,0,0,1,330,16,0,0,0,239.40900000000002,1,0,0,4,4,4,1,0
0,0,0,1,369,17,1,0,0,239.40900000000002,0,3,0,4,4,0,1,0
0,0,0,1,248,25,0,1,0,239.40900000000002,0,2,1,4,4,0,0,1
0,0,0,1,330,16,0,0,0,239.40900000000002,1,0,0,8,4,2,1,0
0,0,0,1,179,51,1,0,0,239.40900000000002,0,0,0,8,4,2,0,1
0,0,0,1,118,13,0,1,0,239.40900000000002,0,1,0,1,4,0,0,1
1,0,0,0,118,13,0,1,0,239.40900000000002,0,1,0,120,4,2,0,1
0,0,0,1,300,26,0,1,0,239.40900000000002,0,2,1,8,4,4,1,0
0,0,0,1,260,50,1,0,0,239.40900000000002,0,4,0,4,4,4,0,0
0,0,0,1,179,51,1,0,0,239.40900000000002,0,0,0,4,4,0,0,1
1,0,0,0,118,10,1,0,0,239.40900000000002,0,0,0,2,4,2,1,0
1,0,0,0,235,20,0,1,0,246.074,0,1,0,16,5,0,0,1
0,0,0,1,248,25,0,1,0,246.074,0,2,1,2,5,2,0,1
1,0,0,0,369,17,1,0,0,246.074,0,3,0,8,5,0,1,0
0,0,0,1,179,26,0,0,0,246.074,1,0,0,3,5,2,0,0
0,0,0,1,179,51,1,0,0,246.074,0,0,0,4,5,2,0,1
0,0,0,1,361,52,0,0,0,246.074,0,1,4,1,5,3,1,0
0,0,0,1,260,50,1,0,0,246.074,0,4,0,3,5,4,0,0
1,0,0,0,179,22,1,0,0,246.074,1,2,0,2,5,0,0,0
1,0,0,0,179,22,1,0,0,246.074,1,2,0,3,5,0,0,0
0,0,1,0,228,14,0,0,1,246.074,0,2,1,8,5,2,0,0
0,0,0,1,225,26,0,0,0,246.074,0,1,2,3,5,2,0,0
1,0,0,0,330,16,0,0,0,246.074,1,0,0,8,5,4,1,0
0,0,0,1,179,26,0,0,0,246.074,1,0,0,2,5,0,0,0
0,0,0,1,118,10,1,0,0,246.074,0,0,0,1,5,0,1,0
1,0,0,0,235,11,1,0,0,246.074,1,1,1,8,5,0,1,0
0,0,0,1,179,26,0,0,0,246.074,1,0,0,3,5,2,0,0
0,0,0,1,118,10,1,0,0,253.957,0,0,0,3,6,0,1,0
0,0,0,1,179,51,1,0,0,253.957,0,0,0,3,6,0,0,1
0,0,0,1,118,10,1,0,0,253.957,0,0,0,2,6,1,1,0
0,0,0,1,225,26,0,0,0,253.957,0,1,2,4,6,3,0,0
0,0,0,1,260,50,1,0,0,253.957,0,4,0,4,6,4,0,0
0,0,0,0,179,51,1,0,0,253.957,0,0,0,0,6,4,0,1
1,0,0,0,291,31,1,0,0,253.957,0,1,1,40,6,0,1,0
0,0,0,1,179,51,1,0,0,253.957,0,0,0,24,6,0,0,1
0,0,0,1,246,25,0,1,0,253.957,0,0,0,3,6,1,0,0
0,0,0,1,179,51,1,0,0,253.957,0,0,0,4,6,0,0,1
0,0,0,1,235,20,0,1,0,253.957,0,1,0,8,6,1,0,1
0,0,0,1,179,51,1,0,0,253.957,0,0,0,2,6,0,0,1
0,0,0,1,225,26,0,0,0,253.957,0,1,2,2,6,2,0,0
0,0,0,1,118,13,0,1,0,253.957,0,1,0,2,6,2,0,1
1,0,0,0,179,51,1,0,0,253.957,0,0,0,8,6,2,0,1
0,0,1,0,179,26,0,0,0,253.957,1,0,0,2,6,2,0,0
0,0,0,1,246,25,0,1,0,253.957,0,0,0,2,6,4,0,0
1,0,0,0,330,16,0,0,0,253.957,1,0,0,1,6,1,1,0
1,0,0,0,235,11,1,0,0,253.957,1,1,1,8,6,1,1,0
0,0,0,1,179,26,0,0,0,230.29,1,0,0,2,7,3,0,0
0,0,0,1,225,26,0,0,0,230.29,0,1,2,4,7,3,0,0
1,0,0,0,260,50,1,0,0,230.29,0,4,0,8,7,4,0,0
1,0,0,0,268,11,1,0,0,230.29,1,0,0,8,7,0,1,0
0,0,0,1,330,16,0,0,0,230.29,1,0,0,8,7,4,1,0
0,0,0,1,118,10,1,0,0,230.29,0,0,0,8,7,4,1,0
0,0,0,1,260,50,1,0,0,230.29,0,4,0,4,7,0,0,0
0,0,0,1,118,10,1,0,0,230.29,0,0,0,8,7,1,1,0
0,1,0,0,300,26,0,1,0,230.29,0,2,1,8,7,0,1,0
0,0,0,1,235,29,0,1,0,230.29,0,1,5,1,7,0,0,1
0,0,0,1,246,25,0,1,0,230.29,0,0,0,2,7,1,0,0
1,0,0,0,225,26,0,0,0,230.29,0,1,2,112,7,1,0,0
0,0,0,1,179,51,1,0,0,230.29,0,0,0,1,7,1,0,1
0,0,0,1,118,13,0,1,0,230.29,0,1,0,1,7,4,0,1
0,0,0,1,361,52,0,0,0,230.29,0,1,4,8,7,4,1,0
0,0,0,1,289,36,1,0,0,230.29,0,2,1,8,7,0,1,0
0,0,0,1,235,20,0,1,0,230.29,0,1,0,8,7,0,0,1
0,0,0,1,246,25,0,1,0,230.29,0,0,0,2,7,1,0,0
0,0,0,1,291,31,1,0,0,230.29,0,1,1,1,7,3,1,0
0,0,0,1,279,5,1,0,0,230.29,0,2,0,2,7,3,0,0
0,0,0,1,179,51,1,0,0,249.797,0,0,0,4,8,3,0,1
0,0,0,1,179,22,1,0,0,249.797,1,2,0,1,8,0,0,0
0,0,0,1,246,25,0,1,0,249.797,0,0,0,4,8,1,0,0
0,0,0,1,118,10,1,0,0,249.797,0,0,0,4,8,1,1,0
0,0,0,1,289,36,1,0,0,249.797,0,2,1,8,8,1,1,0
0,0,0,1,235,20,0,1,0,249.797,0,1,0,8,8,1,0,1
0,0,0,1,291,31,1,0,0,249.797,0,1,1,4,8,3,1,0
0,0,0,1,179,51,1,0,0,249.797,0,0,0,4,8,0,0,1
0,0,0,1,179,22,1,0,0,249.797,1,2,0,8,8,1,0,0
0,0,0,1,330,16,0,0,0,249.797,1,0,0,16,8,3,1,0
0,0,0,1,235,11,1,0,0,249.797,1,1,1,4,8,1,1,0
0,0,0,1,246,25,0,1,0,249.797,0,0,0,1,8,1,0,0
0,0,0,1,118,10,1,0,0,249.797,0,0,0,5,8,1,1,0
0,0,0,1,291,31,1,0,0,249.797,0,1,1,2,8,3,1,0
0,0,0,1,260,50,1,0,0,249.797,0,4,0,3,8,0,0,0
0,0,0,1,246,25,0,1,0,261.756,0,0,0,1,9,1,0,0
0,0,0,1,246,25,0,1,0,261.756,0,0,0,1,9,1,0,0
0,0,0,1,118,10,1,0,0,261.756,0,0,0,3,9,1,1,0
0,0,0,1,155,12,1,0,0,261.756,0,2,0,2,9,1,1,0
0,0,0,1,291,31,1,0,0,261.756,0,1,1,2,9,3,1,0
0,0,0,1,179,26,0,0,0,261.756,1,0,0,8,9,4,0,0
0,0,0,1,248,25,0,1,0,261.756,0,2,1,1,9,4,0,1
0,0,0,1,179,51,1,0,0,261.756,0,0,0,4,9,0,0,1
0,0,0,1,225,26,0,0,0,261.756,0,1,2,1,9,2,0,0
0,0,0,1,179,26,0,0,0,261.756,1,0,0,2,9,0,0,0
0,0,0,1,369,17,1,0,0,261.756,0,3,0,8,9,1,1,0
0,0,0,1,361,52,0,0,0,261.756,0,1,4,8,9,1,1,0
1,0,0,0,289,48,0,1,0,284.853,0,0,2,1,10,3,0,1
1,0,0,0,235,16,1,0,0,284.853,1,0,0,3,10,3,1,0
0,0,0,1,246,25,0,1,0,284.853,0,0,0,8,10,4,0,0
1,0,0,0,289,48,0,1,0,284.853,0,0,2,3,10,2,0,1
0,0,0,1,291,31,1,0,0,284.853,0,1,1,2,10,2,1,0
0,0,0,1,118,10,1,0,0,284.853,0,0,0,2,10,1,1,0
0,0,0,1,289,48,0,1,0,284.853,0,0,2,2,10,3,0,1
0,0,0,1,291,31,1,0,0,284.853,0,1,1,1,10,4,1,0
0,0,0,1,225,26,0,0,0,284.853,0,1,2,2,10,1,0,0
0,0,0,1,369,17,1,0,0,284.853,0,3,0,8,10,1,1,0
0,0,0,1,369,17,1,0,0,284.853,0,3,0,3,10,1,1,0
0,0,0,1,225,26,0,0,0,284.853,0,1,2,4,10,1,0,0
0,0,0,1,369,17,1,0,0,284.853,0,3,0,8,10,1,1,0
0,0,0,1,179,51,1,0,0,284.853,0,0,0,3,10,2,0,1
1,0,0,0,228,14,0,0,1,284.853,0,2,1,1,10,2,0,0
0,0,0,1,291,31,1,0,0,284.853,0,1,1,1,10,2,1,0
1,0,0,0,369,17,1,0,0,284.853,0,3,0,8,10,3,1,0
1,0,0,0,225,26,0,0,0,284.853,0,1,2,1,10,3,0,0
1,0,0,0,369,17,1,0,0,284.853,0,3,0,8,10,4,1,0
1,0,0,0,225,26,0,0,0,284.853,0,1,2,3,10,4,0,0
0,0,0,1,189,29,1,0,0,284.853,0,2,2,8,10,6,1,0
1,0,0,0,235,16,1,0,0,284.853,1,0,0,8,10,6,1,0
1,0,0,0,248,25,0,1,0,284.853,0,2,1,8,10,6,0,1
0,0,0,0,225,26,0,0,0,284.853,0,1,2,0,10,6,0,0
1,0,0,0,225,26,0,0,0,284.853,0,1,2,3,10,1,0,0
0,0,1,0,179,51,1,0,0,268.519,0,0,0,1,11,1,0,1
0,0,0,1,118,10,1,0,0,268.519,0,0,0,3,11,2,1,0
1,0,0,0,330,16,0,0,0,268.519,1,0,0,24,11,2,1,0
0,0,0,1,179,51,1,0,0,268.519,0,0,0,1,11,4,0,1
1,0,0,0,118,10,1,0,0,268.519,0,0,0,8,11,1,1,0
0,0,0,1,289,36,1,0,0,268.519,0,2,1,8,11,2,1,0
1,0,0,0,235,16,1,0,0,268.519,1,0,0,8,11,4,1,0
0,0,0,1,225,26,0,0,0,268.519,0,1,2,4,11,4,0,0
0,0,0,1,361,52,0,0,0,268.519,0,1,4,8,11,1,1,0
0,0,0,1,291,31,1,0,0,268.519,0,1,1,2,11,2,1,0
1,0,0,0,118,10,1,0,0,268.519,0,0,0,2,11,3,1,0
1,0,0,0,225,26,0,0,0,268.519,0,1,2,3,11,3,0,0
0,0,0,1,179,51,1,0,0,268.519,0,0,0,1,11,0,0,1
0,0,0,1,118,10,1,0,0,268.519,0,0,0,8,11,0,1,0
1,0,0,0,118,10,1,0,0,268.519,0,0,0,8,11,1,1,0
0,0,0,1,225,26,0,0,0,268.519,0,1,2,2,11,1,0,0
0,0,0,0,291,31,1,0,0,268.519,0,1,1,0,11,1,1,0
0,0,0,0,289,36,1,0,0,268.519,0,2,1,0,11,2,1,0
1,0,0,0,248,25,0,1,0,268.519,0,2,1,4,11,3,0,1
0,0,0,0,235,20,0,1,0,268.519,0,1,0,0,11,3,0,1
0,0,0,1,225,26,0,0,0,268.519,0,1,2,2,11,4,0,0
0,0,0,1,369,17,1,0,0,268.519,0,3,0,8,11,4,1,0
0,0,0,1,361,52,0,0,0,268.519,0,1,4,2,11,0,1,0
1,0,0,0,179,51,1,0,0,280.54900000000004,0,0,0,32,12,1,0,1
0,0,0,1,291,31,1,0,0,280.54900000000004,0,1,1,1,12,2,1,0
0,0,0,1,225,26,0,0,0,280.54900000000004,0,1,2,3,12,2,0,0
1,0,0,0,179,26,0,0,0,280.54900000000004,1,0,0,1,12,4,0,0
0,0,0,1,225,26,0,0,0,280.54900000000004,0,1,2,3,12,4,0,0
0,0,0,1,225,26,0,0,0,280.54900000000004,0,1,2,3,12,2,0,0
1,0,0,0,361,52,0,0,0,280.54900000000004,0,1,4,4,12,3,1,0
0,0,1,0,179,22,1,0,0,280.54900000000004,1,2,0,2,12,4,0,0
0,0,0,1,235,20,0,1,0,280.54900000000004,0,1,0,8,12,4,0,1
0,0,1,0,233,51,1,0,0,280.54900000000004,1,1,8,8,12,0,0,0
1,0,0,0,179,26,0,0,0,280.54900000000004,1,0,0,16,12,1,0,0
0,0,0,1,225,26,0,0,0,280.54900000000004,0,1,2,2,12,1,0,0
0,0,0,1,225,26,0,0,0,280.54900000000004,0,1,2,3,12,3,0,0
0,0,0,1,225,26,0,0,0,280.54900000000004,0,1,2,2,12,0,0,0
0,0,1,0,155,12,1,0,0,280.54900000000004,0,2,0,80,12,1,1,0
1,0,0,0,179,26,0,0,0,313.532,1,0,0,24,1,0,0,0
1,0,0,0,179,26,0,0,0,313.532,1,0,0,16,1,3,0,0
0,0,0,1,179,22,1,0,0,313.532,1,2,0,2,1,3,0,0
0,0,0,1,179,22,1,0,0,313.532,1,2,0,2,1,4,0,0
1,0,0,0,179,26,0,0,0,313.532,1,0,0,3,1,0,0,0
0,0,0,1,179,22,1,0,0,313.532,1,2,0,2,1,2,0,0
1,0,0,0,289,48,0,1,0,313.532,0,0,2,8,1,3,0,1
0,0,1,0,179,22,1,0,0,313.532,1,2,0,3,1,4,0,0
0,0,0,1,179,26,0,0,0,313.532,1,0,0,2,1,0,0,0
0,0,1,0,155,12,1,0,0,313.532,0,2,0,8,1,1,1,0
0,0,0,1,179,26,0,0,0,313.532,1,0,0,2,1,2,0,0
0,0,0,1,179,51,1,0,0,313.532,0,0,0,3,1,2,0,1
1,0,0,0,289,36,1,0,0,313.532,0,2,1,8,1,2,1,0
0,0,0,1,179,51,1,0,0,313.532,0,0,0,3,1,3,0,1
0,0,0,1,179,51,1,0,0,313.532,0,0,0,2,1,4,0,1
1,0,0,0,179,51,1,0,0,264.249,0,0,0,8,2,1,0,1
0,0,0,1,225,26,0,0,0,264.249,0,1,2,3,2,1,0,0
1,0,0,0,248,25,0,1,0,264.249,0,2,1,8,2,2,0,1
0,0,0,1,179,51,1,0,0,264.249,0,0,0,2,2,2,0,1
0,0,0,1,225,26,0,0,0,264.249,0,1,2,3,2,3,0,0
0,0,0,1,179,51,1,0,0,264.249,0,0,0,2,2,3,0,1
0,0,0,1,179,26,0,0,0,264.249,1,0,0,2,2,3,0,0
0,0,0,1,225,15,0,1,0,264.249,1,2,2,2,2,4,1,0
0,0,0,1,179,51,1,0,0,264.249,0,0,0,2,2,4,0,1
0,0,1,0,233,51,1,0,0,264.249,1,1,8,2,2,0,0,0
0,0,0,1,179,51,1,0,0,264.249,0,0,0,2,2,0,0,1
1,0,0,0,225,26,0,0,0,264.249,0,1,2,8,2,1,0,0
0,0,0,1,179,51,1,0,0,264.249,0,0,0,3,2,2,0,1
0,0,0,1,179,51,1,0,0,264.249,0,0,0,3,2,3,0,1
0,0,0,1,225,26,0,0,0,264.249,0,1,2,3,2,3,0,0
1,0,0,0,179,26,0,0,0,264.249,1,0,0,2,2,3,0,0
0,0,0,1,179,22,1,0,0,264.249,1,2,0,2,2,4,0,0
0,0,0,1,179,51,1,0,0,264.249,0,0,0,3,2,4,0,1
1,0,0,0,233,51,1,0,0,264.249,1,1,8,3,2,2,0,0
0,0,0,1,179,26,0,0,0,264.249,1,0,0,2,2,2,0,0
0,0,0,1,179,51,1,0,0,264.249,0,0,0,2,2,2,0,1
1,0,0,0,179,51,1,0,0,264.249,0,0,0,8,2,3,0,1
0,0,0,1,179,51,1,0,0,264.249,0,0,0,2,2,4,0,1
0,0,0,1,155,12,1,0,0,264.249,0,2,0,5,2,0,1,0
0,0,0,1,235,16,1,0,0,264.249,1,0,0,3,2,0,1,0
0,0,0,1,179,51,1,0,0,264.249,0,0,0,2,2,0,0,1
1,0,0,0,225,26,0,0,0,264.249,0,1,2,2,2,0,0,0
0,0,0,1,179,51,1,0,0,264.249,0,0,0,2,2,1,0,1
0,0,0,1,248,25,0,1,0,264.249,0,2,1,2,2,1,0,1
0,0,0,1,225,26,0,0,0,264.249,0,1,2,2,2,1,0,0
0,0,0,1,179,51,1,0,0,264.249,0,0,0,2,2,2,0,1
0,0,0,1,179,51,1,0,0,264.249,0,0,0,2,2,3,0,1
0,0,0,1,235,16,1,0,0,264.249,1,0,0,2,2,4,1,0
0,0,0,1,179,51,1,0,0,222.196,0,0,0,2,3,0,0,1
0,0,0,1,248,25,0,1,0,222.196,0,2,1,2,3,0,0,1
0,0,0,1,228,14,0,0,1,222.196,0,2,1,3,3,1,0,0
0,0,0,1,248,25,0,1,0,222.196,0,2,1,3,3,1,0,1
1,0,0,0,228,14,0,0,1,222.196,0,2,1,112,3,1,0,0
0,0,0,1,179,51,1,0,0,222.196,0,0,0,2,3,2,0,1
0,0,0,1,225,26,0,0,0,222.196,0,1,2,2,3,3,0,0
0,0,0,1,179,51,1,0,0,222.196,0,0,0,3,3,3,0,1
0,0,0,1,225,26,0,0,0,222.196,0,1,2,2,3,3,0,0
0,0,0,1,179,26,0,0,0,222.196,1,0,0,3,3,4,0,0
0,0,0,1,235,16,1,0,0,222.196,1,0,0,3,3,0,1,0
0,0,1,0,361,52,0,0,0,222.196,0,1,4,8,3,0,1,0
1,0,0,0,179,51,1,0,0,222.196,0,0,0,8,3,1,0,1
0,0,0,1,179,51,1,0,0,222.196,0,0,0,2,3,2,0,1
0,0,0,1,179,51,1,0,0,222.196,0,0,0,3,3,3,0,1
0,0,0,1,179,26,0,0,0,222.196,1,0,0,2,3,4,0,0
1,0,0,0,179,51,1,0,0,222.196,0,0,0,4,3,0,0,1
1,0,0,0,248,25,0,1,0,222.196,0,2,1,2,3,0,0,1
0,0,0,1,179,51,1,0,0,222.196,0,0,0,3,3,0,0,1
1,0,0,0,225,26,0,0,0,222.196,0,1,2,8,3,0,0,0
0,0,0,1,179,51,1,0,0,222.196,0,0,0,2,3,1,0,1
0,0,0,1,289,36,1,0,0,222.196,0,2,1,8,3,2,1,0
0,0,0,1,228,14,0,0,1,222.196,0,2,1,2,3,2,0,0
0,0,0,1,179,51,1,0,0,222.196,0,0,0,2,3,2,0,1
0,0,0,1,248,25,0,1,0,222.196,0,2,1,3,3,3,0,1
0,0,0,1,179,51,1,0,0,222.196,0,0,0,3,3,3,0,1
0,0,0,1,179,26,0,0,0,222.196,1,0,0,2,3,4,0,0
0,0,0,1,179,51,1,0,0,222.196,0,0,0,3,3,4,0,1
0,0,0,1,179,51,1,0,0,222.196,0,0,0,3,3,1,0,1
0,0,0,1,118,15,0,1,0,222.196,0,2,0,8,3,2,1,0
1,0,0,0,155,12,1,0,0,222.196,0,2,0,24,3,2,1,0
0,0,0,1,179,51,1,0,0,222.196,0,0,0,3,3,2,0,1
0,0,0,1,179,51,1,0,0,222.196,0,0,0,3,3,3,0,1
1,0,0,0,179,26,0,0,0,222.196,1,0,0,2,3,0,0,0
0,0,1,0,289,36,1,0,0,222.196,0,2,1,104,3,0,1,0
0,0,0,1,369,17,1,0,0,222.196,0,3,0,8,3,2,1,0
1,0,0,0,225,26,0,0,0,246.28799999999998,0,1,2,8,4,0,0,0
1,0,0,0,118,10,1,0,0,246.28799999999998,0,0,0,8,4,0,1,0
0,0,1,0,361,52,0,0,0,246.28799999999998,0,1,4,8,4,1,1,0
0,0,1,0,248,25,0,1,0,246.28799999999998,0,2,1,8,4,2,0,1
1,0,0,0,189,29,1,0,0,246.28799999999998,0,2,2,8,4,3,1,0
0,0,0,1,179,26,0,0,0,246.28799999999998,1,0,0,2,4,4,0,0
1,0,0,0,369,17,1,0,0,246.28799999999998,0,3,0,24,4,0,1,0
0,1,0,0,179,22,1,0,0,246.28799999999998,1,2,0,2,4,1,0,0
0,0,0,1,118,13,0,1,0,246.28799999999998,0,1,0,3,4,1,0,1
0,0,0,1,361,52,0,0,0,246.28799999999998,0,1,4,2,4,1,1,0
1,0,0,0,118,10,1,0,0,246.28799999999998,0,0,0,2,4,2,1,0
0,0,0,1,235,11,1,0,0,246.28799999999998,1,1,1,8,4,4,1,0
0,0,0,1,179,26,0,0,0,246.28799999999998,1,0,0,2,4,4,0,0
0,0,1,0,225,26,0,0,0,246.28799999999998,0,1,2,8,4,0,0,0
0,1,0,0,235,16,1,0,0,246.28799999999998,1,0,0,3,4,1,1,0
0,0,0,1,179,26,0,0,0,246.28799999999998,1,0,0,2,4,4,0,0
0,0,0,1,155,12,1,0,0,246.28799999999998,0,2,0,4,4,1,1,0
0,0,1,0,225,26,0,0,0,246.28799999999998,0,1,2,8,4,3,0,0
1,0,0,0,118,13,0,1,0,246.28799999999998,0,1,0,2,4,3,0,1
0,0,0,1,179,26,0,0,0,246.28799999999998,1,0,0,2,4,4,0,0
0,0,0,1,235,11,1,0,0,237.65599999999998,1,1,1,8,5,0,1,0
0,0,1,0,225,15,0,1,0,237.65599999999998,1,2,2,3,5,2,1,0
0,0,0,1,235,16,1,0,0,237.65599999999998,1,0,0,2,5,2,1,0
1,0,0,0,118,10,1,0,0,237.65599999999998,0,0,0,3,5,2,1,0
0,0,0,1,235,20,0,1,0,237.65599999999998,0,1,0,8,5,2,0,1
1,0,0,0,179,26,0,0,0,237.65599999999998,1,0,0,1,5,3,0,0
0,0,0,1,291,31,1,0,0,237.65599999999998,0,1,1,2,5,3,1,0
1,0,0,0,225,15,0,1,0,237.65599999999998,1,2,2,8,5,3,1,0
0,0,1,0,300,26,0,1,0,237.65599999999998,0,2,1,64,5,4,1,0
0,0,0,1,225,15,0,1,0,237.65599999999998,1,2,2,8,5,4,1,0
0,0,0,1,179,26,0,0,0,237.65599999999998,1,0,0,2,5,4,0,0
0,0,0,1,118,13,0,1,0,237.65599999999998,0,1,0,2,5,0,0,1
1,0,0,0,118,13,0,1,0,237.65599999999998,0,1,0,3,5,1,0,1
0,0,0,1,118,10,1,0,0,237.65599999999998,0,0,0,1,5,1,1,0
0,0,0,0,118,13,0,1,0,237.65599999999998,0,1,0,0,5,1,0,1
0,0,0,1,179,26,0,0,0,237.65599999999998,1,0,0,2,5,2,0,0
0,0,0,0,378,49,1,0,0,237.65599999999998,0,2,4,0,5,2,0,0
0,1,0,0,179,22,1,0,0,237.65599999999998,1,2,0,1,5,4,0,0
1,0,0,0,155,12,1,0,0,237.65599999999998,0,2,0,48,5,0,1,0
1,0,0,0,235,16,1,0,0,237.65599999999998,1,0,0,8,5,0,1,0
0,0,0,1,291,31,1,0,0,237.65599999999998,0,1,1,8,5,2,1,0
1,0,0,0,179,22,1,0,0,237.65599999999998,1,2,0,8,5,2,0,0
1,0,0,0,225,26,0,0,0,237.65599999999998,0,1,2,3,5,2,0,0
1,0,0,0,330,16,0,0,0,237.65599999999998,1,0,0,8,5,3,1,0
0,0,0,1,235,16,1,0,0,237.65599999999998,1,0,0,2,5,3,1,0
0,0,0,1,291,31,1,0,0,237.65599999999998,0,1,1,2,5,3,1,0
